sehir,semt,ev_tipi,oda_sayisi,net_metrekare,brut_metrekare,bina_yasi,bulundugu_kat,kat_sayisi,banyo_sayisi,balkon,isitma_tipi,otopark,site_ici,esyali_durum,fiyat_tl
Diyarbakır,Fatih,Villa,1+1,300,330,16-20,Bahçe Katı,2,3,Var,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,825286
Antalya,Kadıköy,Dubleks,5+1,223,266,26-30,15,10,1,Yok,Klima,Yok,Evet,Eşyalı,2322890
Bursa,Küçükçekmece,Villa,1+1,396,501,21-25,Bahçe Katı,1,2,Yok,Doğalgaz,Açık Otopark,Hayır,Yarı Eşyalı,4746355
Konya,Şişli,Daire,1+0,66,81,21-25,3,20,3,Yok,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,122920
Eskişehir,Avcılar,Müstakil Ev,1+1,133,169,21-25,Bahçe Katı,3,4,Yok,Klima,Kapalı Otopark,Evet,Eşyalı,868734
Konya,Çatalca,Dubleks,5+1,239,272,0-5,7,4,4,Var,Kombi,Yok,Hayır,Eşyalı,1143459
Konya,Beyoğlu,Rezidans,5+1,112,132,21-25,5,16,3,Var,Merkezi,Yok,Evet,Yarı Eşyalı,621814
Ankara,Zeytinburnu,Müstakil Ev,4+2,202,249,16-20,Bahçe Katı,2,2,Yok,Soba,Var,Hayır,Yarı Eşyalı,1558251
İzmir,Eminönü,Dubleks,3+1,294,365,11-15,8,11,1,Yok,Yerden Isıtma,Kapalı Otopark,Evet,Eşyasız,5592233
İstanbul,Zeytinburnu,Villa,3+1,298,381,11-15,Bahçe Katı,2,2,Var,Klima,Açık Otopark,Evet,Eşyasız,6590611
Ankara,Silivri,Tripleks,5+1,209,269,21-25,12,15,5,Yok,Klima,Kapalı Otopark,Hayır,Eşyalı,1005500
Adana,Beyoğlu,Daire,1+1,69,77,21-25,11,4,5,Yok,Doğalgaz,Açık Otopark,Hayır,Yarı Eşyalı,319213
Eskişehir,Beşiktaş,Dubleks,1+0,326,371,0-5,15,12,4,Yok,Soba,Kapalı Otopark,Hayır,Eşyasız,2971020
İzmir,Beylikdüzü,Dubleks,2+1,154,184,21-25,1,3,2,Yok,Merkezi,Var,Hayır,Eşyalı,2330992
Antalya,Merkez,Müstakil Ev,1+1,273,331,0-5,Bahçe Katı,1,1,Var,Yerden Isıtma,Yok,Hayır,Eşyalı,2556092
Bursa,Eminönü,Daire,1+1,80,89,11-15,3,8,2,Var,Klima,Var,Hayır,Eşyasız,697990
Kayseri,Çankaya,Dubleks,4+2,292,374,21-25,10,17,5,Yok,Doğalgaz,Var,Evet,Eşyasız,1154790
Ankara,Arnavutköy,Dubleks,4+2,287,360,16-20,12,10,1,Yok,Doğalgaz,Var,Hayır,Eşyasız,1460681
Kayseri,Küçükçekmece,Rezidans,1+0,155,175,26-30,5,4,3,Var,Klima,Var,Evet,Yarı Eşyalı,407149
Gaziantep,Silivri,Dubleks,5+1,168,185,11-15,8,6,1,Var,Merkezi,Yok,Hayır,Eşyalı,589594
Kayseri,Kartal,Dubleks,1+0,238,291,21-25,9,17,3,Yok,Klima,Açık Otopark,Evet,Yarı Eşyalı,526923
Gaziantep,Bakırköy,Tripleks,3+1,195,220,30+,1,1,4,Yok,Merkezi,Var,Hayır,Eşyasız,869038
Mersin,Silivri,Tripleks,4+2,178,225,16-20,4,11,2,Var,Kombi,Açık Otopark,Evet,Eşyasız,1699846
Kayseri,Bahçelievler,Rezidans,2+1,103,113,0-5,6,10,2,Yok,Kombi,Var,Evet,Yarı Eşyalı,346033
Adana,Şişli,Müstakil Ev,3+1,264,335,6-10,Bahçe Katı,2,4,Var,Merkezi,Yok,Evet,Eşyasız,3124826
Eskişehir,Zeytinburnu,Daire,1+0,63,71,21-25,11,11,2,Var,Doğalgaz,Açık Otopark,Evet,Eşyalı,415704
Mersin,Büyükçekmece,Daire,2+1,86,104,16-20,4,7,3,Yok,Kombi,Açık Otopark,Evet,Eşyasız,261710
İstanbul,Çatalca,Villa,2+1,303,389,11-15,Bahçe Katı,2,5,Yok,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,4664223
Diyarbakır,Beşiktaş,Daire,1+1,72,87,26-30,10,18,2,Var,Soba,Kapalı Otopark,Evet,Eşyalı,205486
Gaziantep,Eminönü,Rezidans,5+2,155,190,11-15,7,1,4,Yok,Kombi,Yok,Hayır,Eşyasız,361361
Samsun,Çankaya,Rezidans,1+1,134,161,21-25,6,12,5,Var,Soba,Yok,Evet,Yarı Eşyalı,867255
Gaziantep,Bahçelievler,Tripleks,2+1,186,209,26-30,3,8,4,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,951298
Samsun,Büyükçekmece,Villa,1+1,404,454,16-20,Bahçe Katı,2,5,Yok,Yerden Isıtma,Var,Evet,Yarı Eşyalı,3369145
Adana,Beylikdüzü,Rezidans,1+1,165,184,21-25,5,14,5,Var,Kombi,Yok,Hayır,Eşyalı,596549
Gaziantep,Büyükçekmece,Daire,3+1,100,126,0-5,8,2,2,Yok,Soba,Yok,Hayır,Eşyalı,663329
Denizli,Bakırköy,Müstakil Ev,5+2,265,332,21-25,Bahçe Katı,1,2,Var,Kombi,Yok,Hayır,Yarı Eşyalı,1410951
Bursa,Silivri,Müstakil Ev,2+1,164,210,0-5,Bahçe Katı,1,3,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyalı,2472504
Diyarbakır,Avcılar,Dubleks,3+1,202,247,26-30,4,10,5,Var,Soba,Kapalı Otopark,Evet,Eşyasız,829856
Samsun,Beşiktaş,Tripleks,1+0,219,253,21-25,9,20,4,Var,Merkezi,Kapalı Otopark,Hayır,Eşyalı,1287284
İzmir,Kadıköy,Tripleks,5+2,254,321,0-5,14,13,3,Yok,Kombi,Var,Evet,Eşyasız,3105863
Antalya,Çankaya,Rezidans,1+1,138,155,26-30,15,20,5,Var,Yerden Isıtma,Yok,Hayır,Yarı Eşyalı,660417
Antalya,Bağcılar,Müstakil Ev,1+1,262,328,30+,Bahçe Katı,2,5,Yok,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,2562252
Ankara,Beyoğlu,Tripleks,4+1,316,351,30+,5,7,2,Var,Yerden Isıtma,Kapalı Otopark,Evet,Yarı Eşyalı,2309338
Mersin,Avcılar,Rezidans,1+0,138,166,21-25,7,1,4,Yok,Doğalgaz,Yok,Evet,Yarı Eşyalı,995014
Samsun,Maltepe,Müstakil Ev,1+1,189,226,6-10,Bahçe Katı,2,2,Var,Yerden Isıtma,Kapalı Otopark,Evet,Eşyalı,1758371
İstanbul,Pendik,Rezidans,3+1,80,96,30+,8,10,5,Yok,Kombi,Kapalı Otopark,Hayır,Eşyalı,901999
Gaziantep,Beşiktaş,Tripleks,3+1,171,205,21-25,2,16,4,Var,Kombi,Kapalı Otopark,Hayır,Eşyalı,368798
Konya,Silivri,Villa,4+1,235,302,0-5,Bahçe Katı,3,3,Yok,Kombi,Kapalı Otopark,Hayır,Eşyalı,2496984
Konya,Maltepe,Daire,5+2,189,236,16-20,4,5,3,Yok,Doğalgaz,Açık Otopark,Evet,Yarı Eşyalı,735358
Antalya,Avcılar,Dubleks,4+1,325,369,21-25,8,18,2,Var,Kombi,Kapalı Otopark,Hayır,Yarı Eşyalı,4490772
Adana,Beyoğlu,Daire,2+1,105,126,30+,5,5,5,Var,Merkezi,Var,Evet,Eşyasız,454416
Antalya,Merkez,Rezidans,5+2,128,148,11-15,10,4,5,Yok,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,1272135
İstanbul,Çankaya,Daire,5+1,180,219,30+,8,4,4,Yok,Soba,Yok,Evet,Yarı Eşyalı,1393013
İzmir,Çankaya,Daire,1+1,78,91,6-10,14,4,5,Yok,Klima,Kapalı Otopark,Evet,Yarı Eşyalı,537455
Antalya,Büyükçekmece,Müstakil Ev,4+1,257,311,16-20,Bahçe Katı,3,4,Yok,Kombi,Yok,Hayır,Yarı Eşyalı,3387024
Şanlıurfa,Bahçelievler,Villa,1+0,394,475,16-20,Bahçe Katı,2,1,Var,Doğalgaz,Var,Evet,Eşyalı,1784080
Eskişehir,Arnavutköy,Daire,5+1,229,265,21-25,2,3,1,Yok,Klima,Açık Otopark,Evet,Yarı Eşyalı,751763
İstanbul,Maltepe,Rezidans,2+1,177,205,0-5,12,1,1,Var,Merkezi,Yok,Evet,Eşyalı,4814620
Mersin,Avcılar,Daire,1+0,58,70,21-25,11,20,2,Yok,Klima,Var,Hayır,Eşyalı,245967
Adana,Zeytinburnu,Tripleks,3+1,318,387,11-15,8,20,5,Var,Soba,Açık Otopark,Evet,Eşyasız,1889779
Samsun,Fatih,Müstakil Ev,5+1,131,151,21-25,Bahçe Katı,2,5,Var,Doğalgaz,Yok,Hayır,Eşyalı,971471
Mersin,Üsküdar,Villa,5+1,347,432,11-15,Bahçe Katı,1,4,Var,Klima,Açık Otopark,Evet,Yarı Eşyalı,5056361
Diyarbakır,Beşiktaş,Dubleks,1+0,164,210,21-25,9,6,5,Var,Klima,Açık Otopark,Evet,Eşyasız,723152
İstanbul,Beşiktaş,Tripleks,1+0,226,288,11-15,2,4,5,Var,Yerden Isıtma,Kapalı Otopark,Hayır,Yarı Eşyalı,3271625
Antalya,Çankaya,Rezidans,2+1,238,308,11-15,3,12,5,Yok,Doğalgaz,Var,Hayır,Eşyasız,3603356
Şanlıurfa,Avcılar,Villa,1+0,368,438,16-20,Bahçe Katı,1,3,Var,Soba,Kapalı Otopark,Evet,Eşyasız,1840743
Denizli,Maltepe,Tripleks,1+0,228,289,30+,4,8,1,Var,Kombi,Açık Otopark,Hayır,Eşyasız,607715
İzmir,Bakırköy,Tripleks,1+1,291,326,6-10,6,3,1,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,4986307
İstanbul,Bakırköy,Rezidans,5+2,92,114,6-10,8,5,3,Yok,Yerden Isıtma,Var,Evet,Yarı Eşyalı,1694911
İzmir,Beyoğlu,Dubleks,5+2,229,293,26-30,5,3,3,Var,Soba,Yok,Hayır,Eşyasız,2582842
İstanbul,Üsküdar,Daire,5+1,239,264,30+,9,3,5,Yok,Doğalgaz,Kapalı Otopark,Evet,Yarı Eşyalı,3172231
Şanlıurfa,Bakırköy,Rezidans,4+2,168,212,26-30,7,3,2,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,525661
Bursa,Merkez,Tripleks,5+1,313,359,21-25,12,18,1,Var,Soba,Açık Otopark,Hayır,Yarı Eşyalı,2825664
Adana,Fatih,Rezidans,1+0,171,209,26-30,3,9,4,Yok,Klima,Kapalı Otopark,Evet,Eşyalı,789243
Bursa,Şişli,Dubleks,2+1,177,197,21-25,3,9,3,Var,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,1569728
Mersin,Bahçelievler,Villa,2+1,448,559,6-10,Bahçe Katı,2,3,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyalı,5253409
İzmir,Fatih,Daire,1+0,71,86,21-25,13,5,3,Yok,Soba,Açık Otopark,Evet,Eşyasız,551876
İzmir,Merkez,Müstakil Ev,4+1,156,190,6-10,Bahçe Katı,3,2,Yok,Klima,Var,Hayır,Eşyalı,1874926
Kayseri,Bahçelievler,Müstakil Ev,4+2,180,207,26-30,Bahçe Katı,2,3,Yok,Klima,Açık Otopark,Evet,Yarı Eşyalı,506441
Diyarbakır,Üsküdar,Müstakil Ev,4+1,232,286,26-30,Bahçe Katı,2,4,Var,Yerden Isıtma,Var,Hayır,Eşyasız,536935
Mersin,Kartal,Müstakil Ev,1+1,173,224,21-25,Bahçe Katı,2,3,Var,Merkezi,Yok,Hayır,Eşyalı,751567
Antalya,Çankaya,Rezidans,5+1,120,152,16-20,14,14,3,Yok,Kombi,Var,Evet,Eşyasız,2001618
Adana,Çankaya,Rezidans,4+1,159,184,11-15,2,12,5,Yok,Klima,Yok,Evet,Yarı Eşyalı,603385
Adana,Pendik,Rezidans,5+2,178,215,26-30,15,16,3,Yok,Klima,Yok,Hayır,Eşyalı,1038935
Kayseri,Arnavutköy,Rezidans,5+2,140,180,30+,12,2,5,Yok,Yerden Isıtma,Var,Hayır,Eşyalı,185178
Adana,Avcılar,Villa,4+2,483,547,21-25,Bahçe Katı,2,4,Var,Merkezi,Var,Hayır,Eşyasız,3851153
İzmir,Bakırköy,Dubleks,1+1,162,192,6-10,5,4,3,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyalı,2891693
Eskişehir,Ataşehir,Dubleks,1+0,257,303,21-25,9,19,2,Var,Klima,Var,Hayır,Eşyasız,1415831
Gaziantep,Avcılar,Daire,5+2,202,261,6-10,11,1,5,Var,Soba,Açık Otopark,Hayır,Eşyasız,1526655
Şanlıurfa,Silivri,Daire,4+2,186,218,11-15,3,14,5,Yok,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,324967
Samsun,Bakırköy,Tripleks,1+0,271,325,11-15,12,9,5,Var,Kombi,Açık Otopark,Evet,Yarı Eşyalı,1247885
Diyarbakır,Beylikdüzü,Daire,5+2,221,271,11-15,15,17,4,Var,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,1177927
Samsun,Beyoğlu,Dubleks,4+1,229,257,6-10,14,2,4,Var,Soba,Açık Otopark,Evet,Eşyalı,1995043
Diyarbakır,Beyoğlu,Tripleks,4+1,217,250,26-30,5,4,4,Var,Klima,Açık Otopark,Hayır,Eşyasız,764417
İstanbul,Merkez,Villa,3+1,240,265,0-5,Bahçe Katı,3,5,Var,Doğalgaz,Yok,Hayır,Yarı Eşyalı,4825815
Mersin,Beylikdüzü,Rezidans,5+1,206,250,0-5,6,6,4,Var,Soba,Yok,Evet,Yarı Eşyalı,1288765
Antalya,Arnavutköy,Dubleks,5+2,220,268,30+,4,20,1,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,2449387
Samsun,Fatih,Tripleks,1+1,302,373,21-25,3,5,1,Yok,Klima,Yok,Hayır,Eşyasız,1992490
Ankara,Çankaya,Dubleks,5+2,227,253,0-5,12,17,3,Yok,Doğalgaz,Var,Evet,Yarı Eşyalı,2361978
Samsun,Kadıköy,Müstakil Ev,1+1,136,156,30+,Bahçe Katı,1,2,Var,Klima,Kapalı Otopark,Hayır,Eşyasız,362705
İstanbul,Pendik,Rezidans,3+1,160,195,11-15,5,20,1,Var,Yerden Isıtma,Yok,Hayır,Eşyasız,3364268
Gaziantep,Üsküdar,Villa,4+1,293,355,0-5,Bahçe Katı,2,5,Yok,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,1938859
Eskişehir,Bahçelievler,Daire,5+1,182,232,0-5,3,1,2,Var,Yerden Isıtma,Yok,Hayır,Eşyasız,660335
Denizli,Merkez,Dubleks,3+1,168,194,11-15,13,17,2,Var,Kombi,Yok,Evet,Eşyalı,950111
Antalya,Eminönü,Müstakil Ev,1+1,178,217,0-5,Bahçe Katı,3,2,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,3927579
İstanbul,Arnavutköy,Dubleks,5+1,341,402,0-5,8,11,2,Yok,Klima,Açık Otopark,Evet,Eşyalı,10646051
Konya,Merkez,Dubleks,4+2,160,195,21-25,9,9,5,Var,Kombi,Yok,Evet,Eşyasız,791169
İstanbul,Büyükçekmece,Daire,3+1,117,135,6-10,8,17,4,Yok,Klima,Yok,Evet,Yarı Eşyalı,2803751
Diyarbakır,Eminönü,Müstakil Ev,3+1,195,228,6-10,Bahçe Katı,2,1,Yok,Soba,Var,Hayır,Eşyasız,783744
İzmir,Avcılar,Daire,1+0,63,77,6-10,2,17,2,Var,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,718266
Eskişehir,Çatalca,Villa,5+2,381,438,30+,Bahçe Katı,3,2,Yok,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,1954681
Samsun,Şişli,Dubleks,4+2,222,257,30+,2,10,1,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyalı,857815
Konya,Kartal,Villa,4+1,257,302,0-5,Bahçe Katı,2,2,Var,Klima,Yok,Hayır,Eşyalı,1214796
Samsun,Şişli,Dubleks,1+0,177,206,16-20,2,16,3,Yok,Kombi,Yok,Hayır,Eşyalı,538293
İstanbul,Şişli,Daire,3+1,148,190,16-20,15,11,5,Yok,Kombi,Yok,Hayır,Eşyasız,2655308
Bursa,Eminönü,Daire,5+1,208,244,16-20,8,15,3,Var,Doğalgaz,Var,Hayır,Eşyalı,738802
Adana,Üsküdar,Daire,2+1,84,95,30+,12,14,1,Yok,Klima,Yok,Hayır,Eşyasız,339949
Eskişehir,Bakırköy,Villa,5+1,289,357,30+,Bahçe Katı,3,2,Yok,Merkezi,Açık Otopark,Hayır,Yarı Eşyalı,1550733
Kayseri,Fatih,Villa,2+1,320,370,6-10,Bahçe Katı,3,2,Yok,Soba,Kapalı Otopark,Hayır,Yarı Eşyalı,3011749
Gaziantep,Büyükçekmece,Dubleks,5+2,298,376,11-15,11,14,1,Yok,Merkezi,Açık Otopark,Hayır,Eşyasız,809992
Mersin,Üsküdar,Rezidans,1+1,90,109,6-10,1,14,5,Var,Doğalgaz,Açık Otopark,Hayır,Yarı Eşyalı,622684
Kayseri,Fatih,Daire,2+1,90,108,0-5,7,16,2,Yok,Yerden Isıtma,Yok,Hayır,Yarı Eşyalı,276958
Kayseri,Eminönü,Dubleks,4+1,163,181,16-20,12,18,2,Var,Klima,Var,Hayır,Yarı Eşyalı,544835
Mersin,Büyükçekmece,Daire,4+1,141,164,30+,13,14,2,Var,Kombi,Yok,Evet,Eşyalı,440816
Şanlıurfa,Beylikdüzü,Villa,3+1,388,485,6-10,Bahçe Katı,2,4,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyalı,1183765
Gaziantep,Küçükçekmece,Villa,4+2,431,544,16-20,Bahçe Katı,2,4,Yok,Kombi,Kapalı Otopark,Evet,Eşyasız,1867754
Konya,Eminönü,Villa,5+2,259,309,11-15,Bahçe Katı,3,3,Var,Soba,Yok,Hayır,Eşyasız,837457
Samsun,Avcılar,Daire,3+1,144,172,0-5,1,15,2,Var,Soba,Var,Evet,Yarı Eşyalı,746312
Antalya,Avcılar,Rezidans,1+0,197,222,30+,9,5,3,Yok,Merkezi,Açık Otopark,Evet,Eşyalı,1400239
Adana,Küçükçekmece,Rezidans,5+1,176,210,30+,8,4,4,Yok,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyalı,448791
Bursa,Fatih,Tripleks,2+1,303,337,16-20,11,3,1,Yok,Soba,Yok,Hayır,Eşyalı,2370470
Ankara,Kartal,Rezidans,1+1,101,122,0-5,10,14,4,Yok,Merkezi,Var,Evet,Yarı Eşyalı,1437438
Şanlıurfa,Pendik,Dubleks,5+1,267,339,26-30,1,15,5,Var,Klima,Açık Otopark,Evet,Yarı Eşyalı,938676
Diyarbakır,Üsküdar,Tripleks,2+1,203,253,16-20,11,3,5,Yok,Yerden Isıtma,Var,Evet,Eşyasız,715117
Denizli,Çankaya,Rezidans,5+1,189,238,0-5,2,18,3,Var,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,1350771
Antalya,Küçükçekmece,Villa,3+1,347,441,26-30,Bahçe Katı,2,2,Yok,Kombi,Yok,Hayır,Eşyalı,3954380
Kayseri,Üsküdar,Müstakil Ev,5+2,244,277,0-5,Bahçe Katı,1,1,Var,Merkezi,Var,Hayır,Eşyalı,1197235
Gaziantep,Avcılar,Daire,4+2,145,167,26-30,13,5,1,Var,Doğalgaz,Var,Hayır,Eşyalı,596499
Antalya,Kadıköy,Rezidans,3+1,156,172,30+,8,5,5,Yok,Merkezi,Var,Hayır,Eşyalı,941383
Diyarbakır,Merkez,Rezidans,5+1,84,100,16-20,2,14,5,Yok,Soba,Var,Evet,Eşyasız,459163
Denizli,Fatih,Daire,1+1,49,54,30+,14,12,2,Yok,Kombi,Yok,Hayır,Yarı Eşyalı,111867
Antalya,Bahçelievler,Rezidans,1+1,127,156,21-25,4,3,1,Yok,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,1636520
Mersin,Beylikdüzü,Daire,5+1,259,308,11-15,9,14,2,Var,Kombi,Var,Evet,Yarı Eşyalı,2274653
İstanbul,Pendik,Tripleks,2+1,203,252,0-5,14,19,3,Var,Doğalgaz,Yok,Evet,Yarı Eşyalı,7577643
Samsun,Kadıköy,Dubleks,4+1,157,195,26-30,10,16,2,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,870640
Samsun,Büyükçekmece,Tripleks,5+1,276,348,16-20,10,13,3,Yok,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,877038
Samsun,Eminönü,Rezidans,4+1,137,151,0-5,3,1,5,Yok,Yerden Isıtma,Yok,Evet,Eşyalı,1197473
Konya,Çatalca,Müstakil Ev,5+1,260,293,21-25,Bahçe Katı,1,3,Yok,Klima,Var,Hayır,Eşyasız,707751
Denizli,Ataşehir,Müstakil Ev,5+1,199,238,26-30,Bahçe Katı,2,5,Yok,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,965810
Gaziantep,Pendik,Daire,5+1,200,246,26-30,4,3,5,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,289398
Adana,Beyoğlu,Tripleks,5+2,340,441,30+,8,8,2,Var,Soba,Yok,Hayır,Eşyalı,1991469
Antalya,Bahçelievler,Tripleks,3+1,237,275,30+,11,10,2,Var,Merkezi,Yok,Evet,Eşyalı,2217830
Bursa,Üsküdar,Dubleks,2+1,326,379,6-10,14,5,4,Var,Merkezi,Yok,Evet,Eşyalı,4178229
Adana,Şişli,Müstakil Ev,5+2,202,260,26-30,Bahçe Katı,1,5,Var,Yerden Isıtma,Açık Otopark,Hayır,Eşyasız,1275294
Eskişehir,Merkez,Villa,5+2,239,282,0-5,Bahçe Katı,3,4,Var,Kombi,Var,Hayır,Eşyasız,1698116
Bursa,Zeytinburnu,Villa,4+1,306,381,30+,Bahçe Katı,2,4,Yok,Merkezi,Yok,Evet,Eşyasız,2129274
Eskişehir,Beyoğlu,Rezidans,2+1,176,219,6-10,13,17,5,Yok,Kombi,Var,Hayır,Yarı Eşyalı,1082637
Mersin,Çatalca,Müstakil Ev,4+2,272,319,21-25,Bahçe Katı,3,2,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyalı,2451750
Kayseri,Küçükçekmece,Dubleks,2+1,257,305,30+,5,3,4,Yok,Soba,Var,Hayır,Eşyalı,875635
Şanlıurfa,Kadıköy,Tripleks,4+1,204,245,6-10,9,7,5,Yok,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,959621
Konya,Bağcılar,Dubleks,3+1,327,377,11-15,1,2,4,Yok,Soba,Kapalı Otopark,Hayır,Eşyasız,1350962
Adana,Çankaya,Rezidans,5+1,250,307,11-15,2,5,1,Yok,Kombi,Yok,Hayır,Yarı Eşyalı,2211311
Bursa,Bağcılar,Villa,4+1,214,247,16-20,Bahçe Katı,3,5,Yok,Soba,Kapalı Otopark,Hayır,Eşyasız,1302552
Diyarbakır,Kartal,Rezidans,1+0,236,298,16-20,14,6,2,Yok,Kombi,Var,Evet,Eşyasız,785035
Samsun,Çatalca,Tripleks,5+1,242,282,30+,3,18,3,Yok,Merkezi,Yok,Evet,Eşyalı,876264
Adana,Küçükçekmece,Tripleks,5+1,175,193,6-10,2,12,1,Var,Doğalgaz,Var,Evet,Yarı Eşyalı,1911392
Ankara,Eminönü,Tripleks,5+1,206,235,30+,8,19,2,Yok,Soba,Yok,Evet,Eşyalı,1309230
Gaziantep,Silivri,Villa,1+0,444,575,16-20,Bahçe Katı,3,2,Var,Yerden Isıtma,Yok,Evet,Eşyasız,2903553
Ankara,Avcılar,Daire,5+1,208,261,21-25,13,7,2,Yok,Merkezi,Yok,Evet,Yarı Eşyalı,2150752
Şanlıurfa,Arnavutköy,Tripleks,1+1,278,322,6-10,2,6,4,Var,Kombi,Var,Evet,Eşyasız,1296298
İstanbul,Silivri,Tripleks,2+1,323,386,16-20,1,7,4,Var,Doğalgaz,Açık Otopark,Hayır,Eşyalı,9496886
Ankara,Eminönü,Daire,1+0,77,90,11-15,7,14,5,Yok,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,589640
İstanbul,Üsküdar,Villa,5+2,277,350,0-5,Bahçe Katı,1,2,Yok,Merkezi,Yok,Evet,Eşyasız,5394310
Şanlıurfa,Ataşehir,Rezidans,2+1,196,240,11-15,15,1,3,Var,Merkezi,Var,Evet,Yarı Eşyalı,888947
Antalya,Zeytinburnu,Dubleks,2+1,166,186,0-5,3,4,3,Yok,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,4914567
İzmir,Ataşehir,Müstakil Ev,4+2,259,292,0-5,Bahçe Katı,3,3,Yok,Soba,Açık Otopark,Evet,Yarı Eşyalı,6607762
Eskişehir,Bahçelievler,Dubleks,3+1,257,297,11-15,1,15,1,Var,Klima,Açık Otopark,Hayır,Eşyalı,2373003
Diyarbakır,Küçükçekmece,Dubleks,4+2,310,366,11-15,3,15,1,Yok,Soba,Var,Hayır,Eşyasız,2104513
Diyarbakır,Avcılar,Rezidans,1+0,199,240,16-20,15,8,5,Var,Yerden Isıtma,Var,Hayır,Eşyalı,1038081
İstanbul,Küçükçekmece,Tripleks,5+1,186,216,11-15,2,14,1,Yok,Kombi,Açık Otopark,Evet,Yarı Eşyalı,2061641
Bursa,Fatih,Müstakil Ev,4+2,137,173,11-15,Bahçe Katı,2,4,Var,Yerden Isıtma,Yok,Hayır,Eşyalı,1636429
Denizli,Beyoğlu,Tripleks,5+2,309,391,11-15,7,1,2,Var,Soba,Var,Hayır,Yarı Eşyalı,1876661
Diyarbakır,Pendik,Daire,1+1,60,76,6-10,13,19,3,Var,Yerden Isıtma,Var,Evet,Eşyasız,184363
İstanbul,Çankaya,Daire,3+1,131,160,26-30,13,19,3,Var,Soba,Var,Hayır,Eşyalı,2095269
Adana,Şişli,Rezidans,1+0,100,116,16-20,7,9,1,Yok,Kombi,Açık Otopark,Hayır,Eşyalı,266997
Mersin,Zeytinburnu,Daire,5+1,274,353,26-30,11,12,1,Var,Merkezi,Var,Evet,Eşyalı,914348
Diyarbakır,Avcılar,Villa,1+1,330,391,26-30,Bahçe Katı,3,2,Yok,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,1575175
Konya,Kadıköy,Tripleks,3+1,195,242,16-20,11,16,3,Yok,Doğalgaz,Yok,Hayır,Yarı Eşyalı,619576
Eskişehir,Beylikdüzü,Villa,4+1,386,429,21-25,Bahçe Katı,2,1,Yok,Doğalgaz,Açık Otopark,Hayır,Eşyalı,1508903
Eskişehir,Beylikdüzü,Müstakil Ev,5+2,229,268,11-15,Bahçe Katı,2,3,Var,Soba,Açık Otopark,Evet,Yarı Eşyalı,1184387
Eskişehir,Avcılar,Tripleks,2+1,289,335,26-30,14,15,3,Yok,Yerden Isıtma,Kapalı Otopark,Evet,Eşyalı,962435
Samsun,Kartal,Dubleks,2+1,196,229,6-10,8,10,5,Var,Yerden Isıtma,Kapalı Otopark,Evet,Yarı Eşyalı,681400
Ankara,Merkez,Rezidans,5+1,184,238,11-15,7,1,2,Var,Doğalgaz,Var,Hayır,Eşyalı,1630844
Kayseri,Bağcılar,Villa,4+1,273,350,0-5,Bahçe Katı,3,3,Yok,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,2211376
Kayseri,Beyoğlu,Villa,5+1,351,400,16-20,Bahçe Katı,2,4,Var,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,1858050
Adana,Zeytinburnu,Rezidans,3+1,192,230,26-30,13,6,4,Yok,Klima,Var,Hayır,Eşyasız,699300
Samsun,Üsküdar,Dubleks,3+1,311,362,26-30,12,5,3,Yok,Klima,Var,Evet,Eşyalı,1111926
